latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
39.03179,26.23272,404.49,2.9,1.62,2022-07-23,0939,T,75,6.1NRT,316.88,1257.58,D
39.02425,26.2639,376.94,2.91,1.63,2022-07-23,0939,T,75,6.1NRT,309.71,609.4,D
39.02516,26.19685,362.87,2.88,1.62,2022-07-23,0939,T,100,6.1NRT,306.17,426.1,D
39.01738,26.22893,407.36,2.9,1.62,2022-07-23,0939,T,100,6.1NRT,307.61,1397.44,D
39.04498,26.2294,339.76,2.9,1.62,2022-07-23,0939,T,86,6.1NRT,309.23,138.36,D
39.03728,26.26221,347.74,2.91,1.63,2022-07-23,0939,T,93,6.1NRT,310.58,213.2,D
39.0305,26.22603,400.79,2.9,1.62,2022-07-23,0939,T,75,6.1NRT,315.45,1159.41,D
39.02309,26.25744,388.43,2.91,1.63,2022-07-23,0939,T,75,6.1NRT,311.04,850.86,D
39.01623,26.22172,395.96,2.9,1.62,2022-07-23,0939,T,100,6.1NRT,305.13,1072.15,D
40.8002,16.5909,335.86,1,1,2022-07-23,0939,T,77,6.1NRT,318.74,12.4,D
40.79848,16.60256,340.86,1,1,2022-07-23,0939,T,84,6.1NRT,320.64,19.75,D
40.72241,16.55333,334.02,1,1,2022-07-23,0939,T,76,6.1NRT,319.53,11.4,D
40.36207,17.81569,338.29,1.04,1.02,2022-07-23,0939,T,80,6.1NRT,319.26,18.54,D
40.28868,18.21188,331.95,1.06,1.03,2022-07-23,0939,T,68,6.1NRT,318.52,9.53,D
40.51265,16.59696,332.61,1,1,2022-07-23,0939,T,72,6.1NRT,314.62,13.4,D
40.38659,16.75787,326.83,1,1,2022-07-23,0939,T,64,6.1NRT,314.2,5.96,D
39.94142,18.18104,356.05,1.06,1.03,2022-07-23,0939,T,98,6.1NRT,319.48,58.71,D
39.10353,16.85818,330.92,1.01,1.01,2022-07-23,0939,T,69,6.1NRT,315.31,11.49,D
38.5847,16.13184,324.13,1,1,2022-07-23,0939,T,77,6.1NRT,310.84,7.53,D
